"ZCTA","Total","White","Black","AmInd or Alaskan Native","Asian","PacIslander or HI Native","Other Race","Mixed","Hispanic","Total Contribs","Number Contribs","To Dems","To Repubs","Name","State"
"24472","2271","2155","42","8","2","0","0","26","38","5923","40","863","4050","Raphine","VA"
"24473","922","893","9","3","2","1","0","14","0","1366","17","468","0","Rockbridge Baths","VA"
"24474","544","532","6","2","0","0","0","2","2","0","0","0","0","Selma","VA"
"24476","280","272","0","0","0","0","0","3","5","450","3","50","0","Steeles Tavern","VA"
"24477","10573","9871","356","21","43","0","2","136","144","2886","55","780","1632","Stuarts Draft","VA"
"24479","1537","1496","18","3","3","0","0","11","6","582","16","348","94","Swoope","VA"
"24482","4872","4288","353","19","34","0","8","45","125","16112","58","5250","2622","Verona","VA"
"24483","587","558","5","2","0","0","0","16","6","862","23","692","170","Vesuvius","VA"
"24484","741","659","46","1","4","0","0","7","24","5013","25","294","3625","Warm Springs","VA"
"24485","389","376","5","1","0","0","1","1","5","934","11","0","934","West Augusta","VA"
"24486","3490","3094","49","3","15","0","3","46","280","3975","20","234","2241","Weyers Cave","VA"
"24487","320","313","0","0","0","0","0","0","7","1100","4","100","1000","Williamsville","VA"
"24501","26757","14445","10291","88","489","10","58","576","800","30422","166","6625","10936","Lynchburg","VA"
"24502","43426","33111","6275","107","1486","19","113","772","1543","48882","492","12574","13860","Lynchburg","VA"
"24503","19331","16069","2329","27","302","4","34","235","331","131353","592","40414","50411","Lynchburg","VA"
"24504","9777","4082","5274","23","24","1","8","178","187","38066","47","1525","1825","Lynchburg","VA"
"24517","5693","4192","1263","10","25","0","9","127","67","2905","16","90","1150","Altavista","VA"
"24520","2450","1617","771","1","9","0","3","17","32","5052","5","0","0","Alton","VA"
"24521","10576","8008","2071","70","28","1","10","181","207","8369","87","3083","3213","Amherst","VA"
"24522","9213","7006","1874","14","20","2","12","161","124","2733","30","0","1120","Appomattox","VA"
"24523","18952","15779","2509","54","64","2","17","278","249","15179","134","1232","10236","Bedford","VA"
"24526","1593","1426","143","7","1","0","1","8","7","1538","7","0","73","Big Island","VA"
"24527","3027","1854","1071","4","4","0","0","33","61","1120","4","0","120","Blairs","VA"
"24528","3200","2133","1005","4","1","0","0","33","24","3360","5","500","2850","Brookneal","VA"
"24529","1724","1085","540","14","6","0","0","21","58","1580","9","0","1580","Buffalo Junction","VA"
"24530","1088","836","218","4","0","0","0","14","16","0","0","0","0","Callands","VA"
"24531","9203","6259","2576","19","17","0","10","85","237","6367","49","1388","3832","Chatham","VA"
"24534","1740","989","695","7","9","0","1","17","22","158","4","0","0","Clover","VA"
"24536","194","173","13","5","1","0","0","1","1","200","1","200","0","Coleman Falls","VA"
"24538","4742","3758","815","18","5","1","5","58","82","3149","22","190","2455","Concord","VA"
"24539","134","70","60","0","0","0","0","0","4","0","0","0","0","Crystal Hill","VA"
"24540","32170","17730","12928","41","259","21","17","346","828","6975","46","1352","1440","Danville","VA"
"24541","28221","16180","10637","48","230","6","21","280","819","35290","287","7629","14130","Danville","VA"
"24549","4292","3652","502","10","2","0","5","48","73","350","1","0","350","Dry Fork","VA"
"24550","7258","6149","858","20","20","2","7","111","91","1974","27","37","675","Evington","VA"
"24551","20667","18119","1240","34","551","3","27","202","491","85922","475","8197","27698","Forest","VA"
"24553","1902","1491","344","10","5","1","1","29","21","512","11","339","150","Gladstone","VA"
"24554","3995","3080","793","12","4","0","2","78","26","125","3","0","125","Gladys","VA"
"24555","2140","1817","225","10","6","0","6","35","41","14270","19","0","12270","Glasgow","VA"
"24556","3053","2824","140","10","12","1","0","26","40","2033","34","707","1326","Goode","VA"
"24557","7977","5781","2028","12","12","0","2","61","81","947","21","460","207","Gretna","VA"
"24558","6347","3858","2286","12","32","0","5","74","80","2537","31","665","825","Halifax","VA"
"24562","426","303","93","0","0","2","2","4","22","714","16","349","0","Howardsville","VA"
"24563","5489","4234","1135","12","12","0","7","44","45","390","6","120","260","Hurt","VA"
"24565","1026","400","557","4","1","0","2","7","55","0","0","0","0","Java","VA"
"24566","1402","1188","167","3","4","0","1","19","20","2400","8","0","1050","Keeling","VA"
"24569","1064","574","464","0","2","0","2","17","5","250","1","0","250","Long Island","VA"
"24570","20","20","0","0","0","0","0","0","0","750","1","0","750","Lowry","VA"
"24571","1979","1577","365","0","2","0","1","23","11","1050","13","0","550","Lynch Station","VA"
"24572","16395","12288","3233","136","106","5","29","344","254","12702","108","9263","631","Madison Heights","VA"
"24574","3977","3006","715","84","5","1","3","71","92","4272","49","657","2665","Monroe","VA"
"24577","5239","3164","1980","14","6","0","0","23","52","891","10","100","791","Nathalie","VA"
"24578","1056","992","24","8","4","0","0","15","13","1119","19","214","881","Natural Bridge","VA"
"24579","1389","1333","12","14","3","0","0","9","18","0","0","0","0","Natural Bridge Station","VA"
"24580","613","490","117","0","0","1","0","5","0","0","0","0","0","Nelson","VA"
"24581","23","14","9","0","0","0","0","0","0","0","0","0","0","Norwood","VA"
"24586","5562","4402","990","17","13","0","3","64","73","94","4","14","0","Ringgold","VA"
"24588","9647","8004","1315","32","49","3","7","120","117","5702","74","150","4752","Rustburg","VA"
"24589","2271","1590","574","9","0","0","0","33","65","614","11","214","325","Scottsburg","VA"
"24590","8074","6953","771","22","45","0","10","113","160","8964","128","4400","2111","Scottsville","VA"
"24592","13934","7680","5701","38","63","4","24","149","275","12948","53","8062","3015","South Boston","VA"
"24593","1963","1551","346","5","11","1","4","36","9","2279","14","150","2129","Spout Spring","VA"
"24594","1651","1269","358","0","2","0","0","12","10","609","4","50","-40","Sutherlin","VA"
"24595","679","594","24","2","11","0","2","12","34","2270","4","250","0","Sweet Briar","VA"
"24597","1257","808","401","2","1","0","0","22","23","631","20","0","631","Vernon Hill","VA"
"24598","1984","1546","366","14","14","0","4","11","29","42","3","42","0","Virgilina","VA"
"24599","606","463","111","2","8","0","0","11","11","0","0","0","0","Wingina","VA"
"24601","77","74","0","2","1","0","0","0","0","0","0","0","0","Amonate","VA"
"24602","962","941","5","1","0","0","1","13","1","0","0","0","0","Bandy","VA"
"24603","978","974","0","0","0","0","0","3","1","0","0","0","0","Big Rock","VA"
"24604","342","320","21","0","0","0","0","1","0","0","0","0","0","Bishop","VA"
"24605","9301","8574","399","4","115","2","8","110","89","17288","87","1743","8226","Bluefield","VA"
"24606","170","157","9","0","0","0","0","4","0","0","0","0","0","Boissevain","VA"
"24607","462","449","2","0","1","0","0","10","0","0","0","0","0","Breaks","VA"
"24609","7630","7524","21","12","13","0","1","37","22","4217","9","0","2250","Cedar Bluff","VA"
"24612","229","226","0","1","0","0","0","0","2","0","0","0","0","Doran","VA"
"24613","911","893","6","3","0","0","0","7","2","450","3","150","0","Falls Mills","VA"
"24614","8061","7797","122","3","35","0","2","46","56","7827","12","0","7200","Grundy","VA"
"24620","2774","2760","2","0","1","0","0","7","4","0","0","0","0","Hurley","VA"
"24622","1028","1019","3","2","1","0","0","3","0","0","0","0","0","Jewell Ridge","VA"
"24628","295","295","0","0","0","0","0","0","0","0","0","0","0","Maxie","VA"
"24630","6774","6490","141","13","26","0","5","52","47","625","3","25","600","North Tazewell","VA"
"24631","2843","2310","486","2","14","2","1","11","17","107","2","0","0","Oakwood","VA"
"24634","574","570","0","0","0","0","0","1","3","0","0","0","0","Pilgrims Knob","VA"
"24635","1650","1121","467","3","6","0","0","18","35","37","1","0","0","Pocahontas","VA"
"24637","3410","3340","6","5","26","0","0","13","20","2820","17","300","1000","Pounding Mill","VA"
"24639","3533","3490","5","4","1","0","2","20","11","0","0","0","0","Raven","VA"
"24641","5953","5755","37","5","79","2","2","53","20","6228","20","0","3265","Richlands","VA"
"24646","750","743","0","2","0","0","1","3","1","0","0","0","0","Rowe","VA"
"24649","2760","2709","8","6","1","1","0","17","18","500","2","0","0","Swords Creek","VA"
"24651","6314","5924","231","10","20","2","4","66","57","6196","47","2710","1243","Tazewell","VA"
"24656","3404","3378","1","1","0","0","0","17","7","2978","10","132","2601","Vansant","VA"
"24657","321","321","0","0","0","0","0","0","0","15","1","0","0","Whitewood","VA"
"24701","20786","17437","2685","43","64","0","18","378","161","51900","101","4795","33650","Bluefield","WV"
"24712","2063","1908","79","1","33","0","2","21","19","1921","46","846","450","Athens","WV"
"24714","257","251","0","0","1","0","0","5","0","0","0","0","0","Beeson","WV"
"24715","594","577","10","0","0","0","0","4","3","0","0","0","0","Bramwell","WV"
"24716","508","476","13","2","0","0","0","11","6","0","0","0","0","Bud","WV"
"24719","223","216","0","0","0","0","0","7","0","0","0","0","0","Covel","WV"
"24724","66","57","8","0","0","0","0","1","0","0","0","0","0","Freeman","WV"
"24726","566","549","4","6","1","0","0","2","4","0","0","0","0","Herndon","WV"
"24729","149","148","0","0","0","0","0","1","0","0","0","0","0","Hiawatha","WV"
"24731","255","249","0","2","1","0","0","2","1","0","0","0","0","Kegley","WV"
"24733","853","843","5","0","0","0","0","1","4","0","0","0","0","Lashmeet","WV"
"24736","902","884","7","4","2","0","0","4","1","0","0","0","0","Matoaka","WV"
"24737","243","232","0","6","4","0","0","1","0","0","0","0","0","Montcalm","WV"
"24738","308","301","2","0","0","0","0","2","3","0","0","0","0","Nemours","WV"
"24740","30435","28586","915","68","216","2","16","382","250","28897","97","12574","9158","Princeton","WV"
"24747","3006","2922","26","8","0","0","2","22","26","50","1","0","50","Rock","WV"
"24801","3858","3299","460","2","2","0","0","73","22","643","10","310","333","Welch","WV"
"24808","675","624","38","0","2","0","0","10","1","0","0","0","0","Anawalt","WV"
"24811","599","589","3","0","1","0","0","3","3","0","0","0","0","Avondale","WV"
"24813","511","506","1","0","0","0","0","1","3","0","0","0","0","Bartley","WV"
"24815","559","508","30","1","0","0","0","17","3","0","0","0","0","Berwind","WV"
"24816","151","147","1","0","0","0","0","3","0","0","0","0","0","Big Sandy","WV"
"24817","954","947","2","1","0","0","0","4","0","0","0","0","0","Bradshaw","WV"
"24818","1409","1381","0","1","1","0","0","19","7","231","1","0","0","Brenton","WV"
"24822","955","944","0","0","0","0","0","9","2","0","0","0","0","Clear Fork","WV"
"24823","383","378","0","0","1","0","0","0","4","0","0","0","0","Coal Mountain","WV"
"24826","150","148","0","0","0","0","0","0","2","0","0","0","0","Cucumber","WV"
"24827","1501","1478","4","0","1","0","0","6","12","100","1","0","100","Cyclone","WV"
"24828","927","915","6","1","0","0","1","4","0","0","0","0","0","Davy","WV"
"24830","139","128","8","0","0","0","0","3","0","0","0","0","0","Elbert","WV"
"24831","250","140","101","1","0","0","0","1","7","500","1","0","0","Elkhorn","WV"
"24834","412","402","0","0","0","0","0","6","4","0","0","0","0","Fanrock","WV"
"24836","800","544","242","0","2","0","2","4","6","0","0","0","0","Gary","WV"
"24839","1523","1499","1","6","4","2","0","5","6","0","0","0","0","Hanover","WV"
"24843","158","157","0","0","0","0","0","1","0","0","0","0","0","Hensley","WV"
"24844","1810","1772","15","3","1","0","0","18","1","0","0","0","0","Iaeger","WV"
"24845","282","282","0","0","0","0","0","0","0","350","3","0","50","Ikes Fork","WV"
"24846","244","244","0","0","0","0","0","0","0","0","0","0","0","Isaban","WV"
"24847","293","291","0","0","0","0","0","2","0","100","2","100","0","Itmann","WV"
"24848","262","216","40","0","1","0","0","3","2","0","0","0","0","Jenkinjones","WV"
"24849","337","332","2","1","0","0","0","0","2","0","0","0","0","Jesse","WV"
"24850","1093","1083","0","1","0","0","0","6","3","0","0","0","0","Jolo","WV"
"24851","419","418","0","0","0","0","0","0","1","0","0","0","0","Justice","WV"
"24853","793","592","176","0","0","0","1","20","4","0","0","0","0","Kimball","WV"
"24854","550","538","0","0","6","0","0","5","1","456","2","0","0","Kopperston","WV"
"24857","984","963","0","2","2","0","0","11","6","0","0","0","0","Lynco","WV"
"24860","552","549","2","1","0","0","0","0","0","0","0","0","0","Matheny","WV"
"24861","307","140","155","7","0","0","0","4","1","0","0","0","0","Maybeury","WV"
"24862","651","648","2","1","0","0","0","0","0","0","0","0","0","Mohawk","WV"
"24866","240","239","1","0","0","0","0","0","0","0","0","0","0","Newhall","WV"
"24867","409","403","1","0","0","0","0","5","0","0","0","0","0","New Richmond","WV"
"24868","1686","1010","644","5","2","0","3","13","9","0","0","0","0","Northfork","WV"
"24869","351","349","0","0","1","0","0","1","0","0","0","0","0","North Spring","WV"
"24870","2874","2809","6","4","1","0","0","27","27","885","3","0","0","Oceana","WV"
"24871","309","286","17","0","4","0","0","2","0","0","0","0","0","Pageton","WV"
"24872","783","779","1","0","0","0","0","3","0","1193","2","0","1193","Panther","WV"
"24873","600","593","4","0","0","0","0","3","0","0","0","0","0","Paynesville","WV"
"24874","2729","2652","12","4","6","0","0","39","16","1572","16","227","0","Pineville","WV"
"24878","337","310","20","0","0","0","0","4","3","300","1","0","0","Premier","WV"
"24879","657","647","2","0","0","0","0","5","3","26","1","0","0","Raysal","WV"
"24880","356","353","0","1","0","0","0","0","2","0","0","0","0","Rock View","WV"
"24881","601","578","7","2","0","0","0","12","2","200","1","0","0","Roderfield","WV"
"24882","483","477","3","0","0","0","0","3","0","200","1","0","0","Simon","WV"
"24884","265","257","1","0","0","0","0","2","5","0","0","0","0","Squire","WV"
"24887","67","52","15","0","0","0","0","0","0","0","0","0","0","Switchback","WV"
"24888","167","135","30","1","0","0","0","1","0","0","0","0","0","Thorpe","WV"
"24892","1513","1429","56","5","0","0","0","13","10","25","1","25","0","War","WV"
"24894","388","376","5","3","0","0","0","3","1","0","0","0","0","Warriormine","WV"
"24898","198","198","0","0","0","0","0","0","0","0","0","0","0","Wyoming","WV"
"24901","9128","8463","269","25","101","4","2","119","145","35280","207","22799","5259","Lewisburg","WV"
"24910","5383","4553","506","16","18","3","2","116","169","2788","20","450","595","Alderson","WV"
"24915","590","573","0","2","2","0","0","6","7","1257","34","1232","25","Arbovale","WV"
"24916","558","540","7","1","1","1","2","2","4","25","2","0","25","Asbury","WV"
"24918","1677","1635","6","3","1","0","1","15","16","850","4","0","650","Ballard","WV"
"24920","346","344","0","1","0","0","0","1","0","1570","26","1290","280","Bartow","WV"
"24924","512","501","1","0","0","0","0","6","4","250","1","0","0","Buckeye","WV"
"24925","935","911","4","0","0","0","0","12","8","1000","1","0","0","Caldwell","WV"
"24927","365","355","0","0","0","0","1","7","2","0","0","0","0","Cass","WV"
"24931","1544","1513","5","0","0","0","0","14","12","0","0","0","0","Crawley","WV"
"24934","503","494","2","0","0","0","0","6","1","0","0","0","0","Dunmore","WV"
"24935","688","673","6","1","0","0","0","6","2","240","1","0","240","Forest Hill","WV"
"24938","1518","1470","3","5","3","0","0","14","23","3543","38","3543","0","Frankford","WV"
"24941","1059","1031","13","2","0","0","0","9","4","7390","39","1450","5400","Gap Mills","WV"
"24944","401","389","0","1","0","0","0","4","7","3190","21","1775","0","Green Bank","WV"
"24945","393","388","2","0","0","0","0","0","3","310","7","310","0","Greenville","WV"
"24946","1533","1470","29","8","0","0","0","12","14","1170","48","1170","0","Hillsboro","WV"
"24951","1489","1456","5","1","2","0","0","16","9","250","6","225","0","Lindside","WV"
"24954","3514","3425","26","4","2","1","0","39","17","4279","15","1950","329","Marlinton","WV"
"24957","346","330","4","3","1","0","0","8","0","0","0","0","0","Maxwelton","WV"
"24962","186","175","6","0","0","0","1","3","1","35","1","0","35","Pence Springs","WV"
"24963","4095","3996","15","8","8","0","0","48","20","2700","1","0","2700","Peterstown","WV"
"24966","1286","1239","6","5","0","0","3","23","10","2106","22","556","1250","Renick","WV"
"24970","4575","4284","151","9","9","0","9","61","52","5670","102","2113","2642","Ronceverte","WV"
"24974","299","282","0","7","0","0","0","10","0","0","0","0","0","Secondcreek","WV"
"24976","1005","980","5","1","1","0","0","15","3","20","1","0","0","Sinks Grove","WV"
